index,group,color_th,color_en,hue_range_start_deg,hue_range_end_deg,h_deg,s,v,hex,r,g,b,method
1101,rainbow,ส้ม,orange,20,45,37.391,0.55,0.85,#D9AC62,217,172,98,HSV grid sampling
1102,rainbow,ส้ม,orange,20,45,27.609,0.4,0.85,#D9AA82,217,170,130,HSV grid sampling
1103,rainbow,ส้ม,orange,20,45,42.826,0.7,0.85,#D9AD41,217,173,65,HSV grid sampling
1104,rainbow,ส้ม,orange,20,45,42.826,0.25,0.75,#BFB28F,191,178,143,HSV grid sampling
1105,rainbow,ส้ม,orange,20,45,43.913,0.25,0.75,#BFB28F,191,178,143,HSV grid sampling
1106,rainbow,ส้ม,orange,20,45,41.739,0.25,0.75,#BFB18F,191,177,143,HSV grid sampling
1107,rainbow,ส้ม,orange,20,45,30.87,0.7,0.95,#F2A049,242,160,73,HSV grid sampling
1108,rainbow,ส้ม,orange,20,45,36.304,0.85,0.95,#F2A124,242,161,36,HSV grid sampling
1109,rainbow,ส้ม,orange,20,45,22.174,0.55,0.95,#F29E6D,242,158,109,HSV grid sampling
1110,rainbow,ส้ม,orange,20,45,36.304,0.55,0.85,#D9AA62,217,170,98,HSV grid sampling
1111,rainbow,ส้ม,orange,20,45,26.522,0.4,0.85,#D9A882,217,168,130,HSV grid sampling
1112,rainbow,ส้ม,orange,20,45,41.739,0.7,0.85,#D9AB41,217,171,65,HSV grid sampling
1113,rainbow,ส้ม,orange,20,45,40.652,0.25,0.75,#BFB08F,191,176,143,HSV grid sampling
1114,rainbow,ส้ม,orange,20,45,25.435,0.4,0.85,#D9A782,217,167,130,HSV grid sampling
1115,rainbow,ส้ม,orange,20,45,45,0.85,0.85,#D9AB21,217,171,33,HSV grid sampling
1116,rainbow,ส้ม,orange,20,45,21.087,0.55,0.95,#F29C6D,242,156,109,HSV grid sampling
1117,rainbow,ส้ม,orange,20,45,39.565,0.25,0.75,#BFAF8F,191,175,143,HSV grid sampling
1118,rainbow,ส้ม,orange,20,45,35.217,0.55,0.85,#D9A862,217,168,98,HSV grid sampling
1119,rainbow,ส้ม,orange,20,45,29.783,0.7,0.95,#F29D49,242,157,73,HSV grid sampling
1120,rainbow,ส้ม,orange,20,45,38.478,0.25,0.75,#BFAE8F,191,174,143,HSV grid sampling
1121,rainbow,ส้ม,orange,20,45,24.348,0.4,0.85,#D9A582,217,165,130,HSV grid sampling
1122,rainbow,ส้ม,orange,20,45,40.652,0.7,0.85,#D9A841,217,168,65,HSV grid sampling
1123,rainbow,ส้ม,orange,20,45,35.217,0.85,0.95,#F29D24,242,157,36,HSV grid sampling
1124,rainbow,ส้ม,orange,20,45,37.391,0.25,0.75,#BFAD8F,191,173,143,HSV grid sampling
1125,rainbow,ส้ม,orange,20,45,23.261,0.4,0.85,#D9A482,217,164,130,HSV grid sampling
1126,rainbow,ส้ม,orange,20,45,20,0.55,0.95,#F2996D,242,153,109,HSV grid sampling
1127,rainbow,ส้ม,orange,20,45,35.217,0.25,0.75,#BFAC8F,191,172,143,HSV grid sampling
1128,rainbow,ส้ม,orange,20,45,36.304,0.25,0.75,#BFAC8F,191,172,143,HSV grid sampling
1129,rainbow,ส้ม,orange,20,45,34.13,0.55,0.85,#D9A562,217,165,98,HSV grid sampling
1130,rainbow,ส้ม,orange,20,45,43.913,0.85,0.85,#D9A721,217,167,33,HSV grid sampling
1131,rainbow,ส้ม,orange,20,45,28.696,0.7,0.95,#F29A49,242,154,73,HSV grid sampling
1132,rainbow,ส้ม,orange,20,45,22.174,0.4,0.85,#D9A282,217,162,130,HSV grid sampling
1133,rainbow,ส้ม,orange,20,45,34.13,0.25,0.75,#BFAB8F,191,171,143,HSV grid sampling
1134,rainbow,ส้ม,orange,20,45,39.565,0.7,0.85,#D9A541,217,165,65,HSV grid sampling
1135,rainbow,ส้ม,orange,20,45,21.087,0.4,0.85,#D9A182,217,161,130,HSV grid sampling
1136,rainbow,ส้ม,orange,20,45,33.043,0.55,0.85,#D9A362,217,163,98,HSV grid sampling
1137,rainbow,ส้ม,orange,20,45,45,0.4,0.75,#BFAC73,191,172,115,HSV grid sampling
1138,rainbow,ส้ม,orange,20,45,33.043,0.25,0.75,#BFAA8F,191,170,143,HSV grid sampling
1139,rainbow,ส้ม,orange,20,45,34.13,0.85,0.95,#F29924,242,153,36,HSV grid sampling
1140,rainbow,ส้ม,orange,20,45,27.609,0.7,0.95,#F29749,242,151,73,HSV grid sampling
1141,rainbow,ส้ม,orange,20,45,43.913,0.4,0.75,#BFAB73,191,171,115,HSV grid sampling
1142,rainbow,ส้ม,orange,20,45,31.957,0.25,0.75,#BFA98F,191,169,143,HSV grid sampling
1143,rainbow,ส้ม,orange,20,45,42.826,0.85,0.85,#D9A421,217,164,33,HSV grid sampling
1144,rainbow,ส้ม,orange,20,45,20,0.4,0.85,#D99F82,217,159,130,HSV grid sampling
1145,rainbow,ส้ม,orange,20,45,31.957,0.55,0.85,#D9A162,217,161,98,HSV grid sampling
1146,rainbow,ส้ม,orange,20,45,30.87,0.25,0.75,#BFA88F,191,168,143,HSV grid sampling
1147,rainbow,ส้ม,orange,20,45,38.478,0.7,0.85,#D9A241,217,162,65,HSV grid sampling
1148,rainbow,ส้ม,orange,20,45,33.043,0.85,0.95,#F29624,242,150,36,HSV grid sampling
1149,rainbow,ส้ม,orange,20,45,29.783,0.25,0.75,#BFA78F,191,167,143,HSV grid sampling
1150,rainbow,ส้ม,orange,20,45,42.826,0.4,0.75,#BFA973,191,169,115,HSV grid sampling
1151,rainbow,ส้ม,orange,20,45,26.522,0.7,0.95,#F29449,242,148,73,HSV grid sampling
1152,rainbow,ส้ม,orange,20,45,30.87,0.55,0.85,#D99F62,217,159,98,HSV grid sampling
1153,rainbow,ส้ม,orange,20,45,41.739,0.85,0.85,#D9A121,217,161,33,HSV grid sampling
1154,rainbow,ส้ม,orange,20,45,28.696,0.25,0.75,#BFA68F,191,166,143,HSV grid sampling
1155,rainbow,ส้ม,orange,20,45,41.739,0.4,0.75,#BFA873,191,168,115,HSV grid sampling
1156,rainbow,ส้ม,orange,20,45,37.391,0.7,0.85,#D9A041,217,160,65,HSV grid sampling
1157,rainbow,ส้ม,orange,20,45,27.609,0.25,0.75,#BFA58F,191,165,143,HSV grid sampling
1158,rainbow,ส้ม,orange,20,45,26.522,0.25,0.75,#BFA58F,191,165,143,HSV grid sampling
1159,rainbow,ส้ม,orange,20,45,40.652,0.4,0.75,#BFA773,191,167,115,HSV grid sampling
1160,rainbow,ส้ม,orange,20,45,29.783,0.55,0.85,#D99D62,217,157,98,HSV grid sampling
1161,rainbow,ส้ม,orange,20,45,25.435,0.25,0.75,#BFA48F,191,164,143,HSV grid sampling
1162,rainbow,ส้ม,orange,20,45,25.435,0.7,0.95,#F29149,242,145,73,HSV grid sampling
1163,rainbow,ส้ม,orange,20,45,31.957,0.85,0.95,#F29224,242,146,36,HSV grid sampling
1164,rainbow,ส้ม,orange,20,45,24.348,0.25,0.75,#BFA38F,191,163,143,HSV grid sampling
1165,rainbow,ส้ม,orange,20,45,36.304,0.7,0.85,#D99D41,217,157,65,HSV grid sampling
1166,rainbow,ส้ม,orange,20,45,39.565,0.4,0.75,#BFA573,191,165,115,HSV grid sampling
1167,rainbow,ส้ม,orange,20,45,28.696,0.55,0.85,#D99B62,217,155,98,HSV grid sampling
1168,rainbow,ส้ม,orange,20,45,40.652,0.85,0.85,#D99D21,217,157,33,HSV grid sampling
1169,rainbow,ส้ม,orange,20,45,23.261,0.25,0.75,#BFA28F,191,162,143,HSV grid sampling
1170,rainbow,ส้ม,orange,20,45,38.478,0.4,0.75,#BFA473,191,164,115,HSV grid sampling
1171,rainbow,ส้ม,orange,20,45,45,0.55,0.75,#BFA556,191,165,86,HSV grid sampling
1172,rainbow,ส้ม,orange,20,45,22.174,0.25,0.75,#BFA18F,191,161,143,HSV grid sampling
1173,rainbow,ส้ม,orange,20,45,24.348,0.7,0.95,#F28D49,242,141,73,HSV grid sampling
1174,rainbow,ส้ม,orange,20,45,30.87,0.85,0.95,#F28E24,242,142,36,HSV grid sampling
1175,rainbow,ส้ม,orange,20,45,35.217,0.7,0.85,#D99A41,217,154,65,HSV grid sampling
1176,rainbow,ส้ม,orange,20,45,21.087,0.25,0.75,#BFA08F,191,160,143,HSV grid sampling
1177,rainbow,ส้ม,orange,20,45,37.391,0.4,0.75,#BFA273,191,162,115,HSV grid sampling
1178,rainbow,ส้ม,orange,20,45,27.609,0.55,0.85,#D99862,217,152,98,HSV grid sampling
1179,rainbow,ส้ม,orange,20,45,39.565,0.85,0.85,#D99A21,217,154,33,HSV grid sampling
1180,rainbow,ส้ม,orange,20,45,43.913,0.55,0.75,#BFA356,191,163,86,HSV grid sampling
1181,rainbow,ส้ม,orange,20,45,20,0.25,0.75,#BF9F8F,191,159,143,HSV grid sampling
1182,rainbow,ส้ม,orange,20,45,36.304,0.4,0.75,#BFA173,191,161,115,HSV grid sampling
1183,rainbow,ส้ม,orange,20,45,23.261,0.7,0.95,#F28A49,242,138,73,HSV grid sampling
1184,rainbow,ส้ม,orange,20,45,29.783,0.85,0.95,#F28B24,242,139,36,HSV grid sampling
1185,rainbow,ส้ม,orange,20,45,35.217,0.4,0.75,#BFA073,191,160,115,HSV grid sampling
1186,rainbow,ส้ม,orange,20,45,26.522,0.55,0.85,#D99662,217,150,98,HSV grid sampling
1187,rainbow,ส้ม,orange,20,45,34.13,0.7,0.85,#D99741,217,151,65,HSV grid sampling
1188,rainbow,ส้ม,orange,20,45,42.826,0.55,0.75,#BFA156,191,161,86,HSV grid sampling
1189,rainbow,ส้ม,orange,20,45,38.478,0.85,0.85,#D99721,217,151,33,HSV grid sampling
1190,rainbow,ส้ม,orange,20,45,25.435,0.55,0.85,#D99462,217,148,98,HSV grid sampling
1191,rainbow,ส้ม,orange,20,45,34.13,0.4,0.75,#BF9E73,191,158,115,HSV grid sampling
1192,rainbow,ส้ม,orange,20,45,22.174,0.7,0.95,#F28749,242,135,73,HSV grid sampling
1193,rainbow,ส้ม,orange,20,45,33.043,0.7,0.85,#D99541,217,149,65,HSV grid sampling
1194,rainbow,ส้ม,orange,20,45,41.739,0.55,0.75,#BF9F56,191,159,86,HSV grid sampling
1195,rainbow,ส้ม,orange,20,45,33.043,0.4,0.75,#BF9D73,191,157,115,HSV grid sampling
1196,rainbow,ส้ม,orange,20,45,28.696,0.85,0.95,#F28724,242,135,36,HSV grid sampling
1197,rainbow,ส้ม,orange,20,45,24.348,0.55,0.85,#D99262,217,146,98,HSV grid sampling
1198,rainbow,ส้ม,orange,20,45,40.652,0.55,0.75,#BF9D56,191,157,86,HSV grid sampling
1199,rainbow,ส้ม,orange,20,45,21.087,0.7,0.95,#F28449,242,132,73,HSV grid sampling
1200,rainbow,ส้ม,orange,20,45,45,0.7,0.75,#BF9E39,191,158,57,HSV grid sampling
1201,rainbow,ส้ม,orange,20,45,31.957,0.4,0.75,#BF9B73,191,155,115,HSV grid sampling
1202,rainbow,ส้ม,orange,20,45,37.391,0.85,0.85,#D99321,217,147,33,HSV grid sampling
1203,rainbow,ส้ม,orange,20,45,31.957,0.7,0.85,#D99241,217,146,65,HSV grid sampling
1204,rainbow,ส้ม,orange,20,45,23.261,0.55,0.85,#D99062,217,144,98,HSV grid sampling
1205,rainbow,ส้ม,orange,20,45,30.87,0.4,0.75,#BF9A73,191,154,115,HSV grid sampling
1206,rainbow,ส้ม,orange,20,45,27.609,0.85,0.95,#F28324,242,131,36,HSV grid sampling
1207,rainbow,ส้ม,orange,20,45,39.565,0.55,0.75,#BF9B56,191,155,86,HSV grid sampling
1208,rainbow,ส้ม,orange,20,45,29.783,0.4,0.75,#BF9973,191,153,115,HSV grid sampling
1209,rainbow,ส้ม,orange,20,45,20,0.7,0.95,#F28149,242,129,73,HSV grid sampling
1210,rainbow,ส้ม,orange,20,45,22.174,0.55,0.85,#D98E62,217,142,98,HSV grid sampling
1211,rainbow,ส้ม,orange,20,45,38.478,0.55,0.75,#BF9A56,191,154,86,HSV grid sampling
1212,rainbow,ส้ม,orange,20,45,43.913,0.7,0.75,#BF9B39,191,155,57,HSV grid sampling
1213,rainbow,ส้ม,orange,20,45,36.304,0.85,0.85,#D99021,217,144,33,HSV grid sampling
1214,rainbow,ส้ม,orange,20,45,30.87,0.7,0.85,#D98F41,217,143,65,HSV grid sampling
1215,rainbow,ส้ม,orange,20,45,28.696,0.4,0.75,#BF9773,191,151,115,HSV grid sampling
1216,rainbow,ส้ม,orange,20,45,37.391,0.55,0.75,#BF9856,191,152,86,HSV grid sampling
1217,rainbow,ส้ม,orange,20,45,26.522,0.85,0.95,#F27F24,242,127,36,HSV grid sampling
1218,rainbow,ส้ม,orange,20,45,42.826,0.7,0.75,#BF9939,191,153,57,HSV grid sampling
1219,rainbow,ส้ม,orange,20,45,27.609,0.4,0.75,#BF9673,191,150,115,HSV grid sampling
1220,rainbow,ส้ม,orange,20,45,21.087,0.55,0.85,#D98B62,217,139,98,HSV grid sampling
1221,rainbow,ส้ม,orange,20,45,35.217,0.85,0.85,#D98D21,217,141,33,HSV grid sampling
1222,rainbow,ส้ม,orange,20,45,29.783,0.7,0.85,#D98C41,217,140,65,HSV grid sampling
1223,rainbow,ส้ม,orange,20,45,26.522,0.4,0.75,#BF9573,191,149,115,HSV grid sampling
1224,rainbow,ส้ม,orange,20,45,36.304,0.55,0.75,#BF9656,191,150,86,HSV grid sampling
1225,rainbow,ส้ม,orange,20,45,20,0.55,0.85,#D98962,217,137,98,HSV grid sampling
1226,rainbow,ส้ม,orange,20,45,41.739,0.7,0.75,#BF9739,191,151,57,HSV grid sampling
1227,rainbow,ส้ม,orange,20,45,25.435,0.85,0.95,#F27C24,242,124,36,HSV grid sampling
1228,rainbow,ส้ม,orange,20,45,28.696,0.7,0.85,#D98A41,217,138,65,HSV grid sampling
1229,rainbow,ส้ม,orange,20,45,45,0.85,0.75,#BF971D,191,151,29,HSV grid sampling
1230,rainbow,ส้ม,orange,20,45,25.435,0.4,0.75,#BF9373,191,147,115,HSV grid sampling
1231,rainbow,ส้ม,orange,20,45,45,0.25,0.65,#A69B7C,166,155,124,HSV grid sampling
1232,rainbow,ส้ม,orange,20,45,43.913,0.25,0.65,#A69B7C,166,155,124,HSV grid sampling
1233,rainbow,ส้ม,orange,20,45,35.217,0.55,0.75,#BF9456,191,148,86,HSV grid sampling
1234,rainbow,ส้ม,orange,20,45,24.348,0.4,0.75,#BF9273,191,146,115,HSV grid sampling
1235,rainbow,ส้ม,orange,20,45,34.13,0.85,0.85,#D98921,217,137,33,HSV grid sampling
1236,rainbow,ส้ม,orange,20,45,42.826,0.25,0.65,#A69A7C,166,154,124,HSV grid sampling
1237,rainbow,ส้ม,orange,20,45,40.652,0.7,0.75,#BF9439,191,148,57,HSV grid sampling
1238,rainbow,ส้ม,orange,20,45,27.609,0.7,0.85,#D98741,217,135,65,HSV grid sampling
1239,rainbow,ส้ม,orange,20,45,24.348,0.85,0.95,#F27824,242,120,36,HSV grid sampling
1240,rainbow,ส้ม,orange,20,45,43.913,0.85,0.75,#BF941D,191,148,29,HSV grid sampling
1241,rainbow,ส้ม,orange,20,45,41.739,0.25,0.65,#A6997C,166,153,124,HSV grid sampling
1242,rainbow,ส้ม,orange,20,45,34.13,0.55,0.75,#BF9256,191,146,86,HSV grid sampling
1243,rainbow,ส้ม,orange,20,45,23.261,0.4,0.75,#BF9073,191,144,115,HSV grid sampling
1244,rainbow,ส้ม,orange,20,45,39.565,0.25,0.65,#A6987C,166,152,124,HSV grid sampling
1245,rainbow,ส้ม,orange,20,45,40.652,0.25,0.65,#A6987C,166,152,124,HSV grid sampling
1246,rainbow,ส้ม,orange,20,45,22.174,0.4,0.75,#BF8F73,191,143,115,HSV grid sampling
1247,rainbow,ส้ม,orange,20,45,39.565,0.7,0.75,#BF9239,191,146,57,HSV grid sampling
1248,rainbow,ส้ม,orange,20,45,33.043,0.85,0.85,#D98621,217,134,33,HSV grid sampling
1249,rainbow,ส้ม,orange,20,45,38.478,0.25,0.65,#A6977C,166,151,124,HSV grid sampling
1250,rainbow,ส้ม,orange,20,45,33.043,0.55,0.75,#BF9056,191,144,86,HSV grid sampling
1251,rainbow,ส้ม,orange,20,45,21.087,0.4,0.75,#BF8E73,191,142,115,HSV grid sampling
1252,rainbow,ส้ม,orange,20,45,26.522,0.7,0.85,#D98441,217,132,65,HSV grid sampling
1253,rainbow,ส้ม,orange,20,45,23.261,0.85,0.95,#F27424,242,116,36,HSV grid sampling
1254,rainbow,ส้ม,orange,20,45,42.826,0.85,0.75,#BF911D,191,145,29,HSV grid sampling
1255,rainbow,ส้ม,orange,20,45,37.391,0.25,0.65,#A6967C,166,150,124,HSV grid sampling
1256,rainbow,ส้ม,orange,20,45,31.957,0.55,0.75,#BF8E56,191,142,86,HSV grid sampling
1257,rainbow,ส้ม,orange,20,45,31.957,0.85,0.85,#D98321,217,131,33,HSV grid sampling
1258,rainbow,ส้ม,orange,20,45,20,0.4,0.75,#BF8C73,191,140,115,HSV grid sampling
1259,rainbow,ส้ม,orange,20,45,35.217,0.25,0.65,#A6957C,166,149,124,HSV grid sampling
1260,rainbow,ส้ม,orange,20,45,36.304,0.25,0.65,#A6957C,166,149,124,HSV grid sampling
1261,rainbow,ส้ม,orange,20,45,38.478,0.7,0.75,#BF8F39,191,143,57,HSV grid sampling
1262,rainbow,ส้ม,orange,20,45,25.435,0.7,0.85,#D98141,217,129,65,HSV grid sampling
1263,rainbow,ส้ม,orange,20,45,34.13,0.25,0.65,#A6947C,166,148,124,HSV grid sampling
1264,rainbow,ส้ม,orange,20,45,22.174,0.85,0.95,#F27024,242,112,36,HSV grid sampling
1265,rainbow,ส้ม,orange,20,45,41.739,0.85,0.75,#BF8E1D,191,142,29,HSV grid sampling
1266,rainbow,ส้ม,orange,20,45,30.87,0.55,0.75,#BF8C56,191,140,86,HSV grid sampling
1267,rainbow,ส้ม,orange,20,45,45,0.4,0.65,#A69563,166,149,99,HSV grid sampling
1268,rainbow,ส้ม,orange,20,45,33.043,0.25,0.65,#A6937C,166,147,124,HSV grid sampling
1269,rainbow,ส้ม,orange,20,45,37.391,0.7,0.75,#BF8D39,191,141,57,HSV grid sampling
1270,rainbow,ส้ม,orange,20,45,24.348,0.7,0.85,#D97F41,217,127,65,HSV grid sampling
1271,rainbow,ส้ม,orange,20,45,43.913,0.4,0.65,#A69463,166,148,99,HSV grid sampling
1272,rainbow,ส้ม,orange,20,45,30.87,0.25,0.65,#A6927C,166,146,124,HSV grid sampling
1273,rainbow,ส้ม,orange,20,45,31.957,0.25,0.65,#A6927C,166,146,124,HSV grid sampling
1274,rainbow,ส้ม,orange,20,45,30.87,0.85,0.85,#D97F21,217,127,33,HSV grid sampling
1275,rainbow,ส้ม,orange,20,45,21.087,0.85,0.95,#F26D24,242,109,36,HSV grid sampling
1276,rainbow,ส้ม,orange,20,45,29.783,0.55,0.75,#BF8A56,191,138,86,HSV grid sampling
1277,rainbow,ส้ม,orange,20,45,42.826,0.4,0.65,#A69363,166,147,99,HSV grid sampling
1278,rainbow,ส้ม,orange,20,45,29.783,0.25,0.65,#A6917C,166,145,124,HSV grid sampling
1279,rainbow,ส้ม,orange,20,45,40.652,0.85,0.75,#BF8B1D,191,139,29,HSV grid sampling
1280,rainbow,ส้ม,orange,20,45,41.739,0.4,0.65,#A69263,166,146,99,HSV grid sampling
1281,rainbow,ส้ม,orange,20,45,36.304,0.7,0.75,#BF8A39,191,138,57,HSV grid sampling
1282,rainbow,ส้ม,orange,20,45,23.261,0.7,0.85,#D97C41,217,124,65,HSV grid sampling
1283,rainbow,ส้ม,orange,20,45,28.696,0.25,0.65,#A6907C,166,144,124,HSV grid sampling
1284,rainbow,ส้ม,orange,20,45,28.696,0.55,0.75,#BF8856,191,136,86,HSV grid sampling
1285,rainbow,ส้ม,orange,20,45,29.783,0.85,0.85,#D97C21,217,124,33,HSV grid sampling
1286,rainbow,ส้ม,orange,20,45,27.609,0.25,0.65,#A68F7C,166,143,124,HSV grid sampling
1287,rainbow,ส้ม,orange,20,45,26.522,0.25,0.65,#A68F7C,166,143,124,HSV grid sampling
1288,rainbow,ส้ม,orange,20,45,20,0.85,0.95,#F26924,242,105,36,HSV grid sampling
1289,rainbow,ส้ม,orange,20,45,35.217,0.7,0.75,#BF8839,191,136,57,HSV grid sampling
1290,rainbow,ส้ม,orange,20,45,40.652,0.4,0.65,#A69063,166,144,99,HSV grid sampling
1291,rainbow,ส้ม,orange,20,45,25.435,0.25,0.65,#A68E7C,166,142,124,HSV grid sampling
1292,rainbow,ส้ม,orange,20,45,22.174,0.7,0.85,#D97941,217,121,65,HSV grid sampling
1293,rainbow,ส้ม,orange,20,45,27.609,0.55,0.75,#BF8656,191,134,86,HSV grid sampling
1294,rainbow,ส้ม,orange,20,45,39.565,0.85,0.75,#BF881D,191,136,29,HSV grid sampling
1295,rainbow,ส้ม,orange,20,45,39.565,0.4,0.65,#A68F63,166,143,99,HSV grid sampling
1296,rainbow,ส้ม,orange,20,45,24.348,0.25,0.65,#A68D7C,166,141,124,HSV grid sampling
1297,rainbow,ส้ม,orange,20,45,28.696,0.85,0.85,#D97921,217,121,33,HSV grid sampling
1298,rainbow,ส้ม,orange,20,45,26.522,0.55,0.75,#BF8556,191,133,86,HSV grid sampling
1299,rainbow,ส้ม,orange,20,45,34.13,0.7,0.75,#BF8639,191,134,57,HSV grid sampling
1300,rainbow,ส้ม,orange,20,45,38.478,0.4,0.65,#A68E63,166,142,99,HSV grid sampling
1301,rainbow,ส้ม,orange,20,45,23.261,0.25,0.65,#A68C7C,166,140,124,HSV grid sampling
1302,rainbow,ส้ม,orange,20,45,22.174,0.25,0.65,#A68C7C,166,140,124,HSV grid sampling
1303,rainbow,ส้ม,orange,20,45,45,0.55,0.65,#A68F4B,166,143,75,HSV grid sampling
1304,rainbow,ส้ม,orange,20,45,21.087,0.7,0.85,#D97641,217,118,65,HSV grid sampling
1305,rainbow,ส้ม,orange,20,45,37.391,0.4,0.65,#A68D63,166,141,99,HSV grid sampling
1306,rainbow,ส้ม,orange,20,45,21.087,0.25,0.65,#A68B7C,166,139,124,HSV grid sampling
1307,rainbow,ส้ม,orange,20,45,25.435,0.55,0.75,#BF8356,191,131,86,HSV grid sampling
1308,rainbow,ส้ม,orange,20,45,38.478,0.85,0.75,#BF851D,191,133,29,HSV grid sampling
1309,rainbow,ส้ม,orange,20,45,36.304,0.4,0.65,#A68C63,166,140,99,HSV grid sampling
1310,rainbow,ส้ม,orange,20,45,20,0.25,0.65,#A68A7C,166,138,124,HSV grid sampling
1311,rainbow,ส้ม,orange,20,45,43.913,0.55,0.65,#A68D4B,166,141,75,HSV grid sampling
1312,rainbow,ส้ม,orange,20,45,20,0.7,0.85,#D97441,217,116,65,HSV grid sampling
1313,rainbow,ส้ม,orange,20,45,33.043,0.7,0.75,#BF8339,191,131,57,HSV grid sampling
1314,rainbow,ส้ม,orange,20,45,27.609,0.85,0.85,#D97521,217,117,33,HSV grid sampling
1315,rainbow,ส้ม,orange,20,45,24.348,0.55,0.75,#BF8156,191,129,86,HSV grid sampling
1316,rainbow,ส้ม,orange,20,45,42.826,0.55,0.65,#A68C4B,166,140,75,HSV grid sampling
1317,rainbow,ส้ม,orange,20,45,35.217,0.4,0.65,#A68A63,166,138,99,HSV grid sampling
1318,rainbow,ส้ม,orange,20,45,37.391,0.85,0.75,#BF821D,191,130,29,HSV grid sampling
1319,rainbow,ส้ม,orange,20,45,31.957,0.7,0.75,#BF8139,191,129,57,HSV grid sampling
1320,rainbow,ส้ม,orange,20,45,23.261,0.55,0.75,#BF7F56,191,127,86,HSV grid sampling
1321,rainbow,ส้ม,orange,20,45,34.13,0.4,0.65,#A68963,166,137,99,HSV grid sampling
1322,rainbow,ส้ม,orange,20,45,26.522,0.85,0.85,#D97221,217,114,33,HSV grid sampling
1323,rainbow,ส้ม,orange,20,45,41.739,0.55,0.65,#A68A4B,166,138,75,HSV grid sampling
1324,rainbow,ส้ม,orange,20,45,33.043,0.4,0.65,#A68863,166,136,99,HSV grid sampling
1325,rainbow,ส้ม,orange,20,45,22.174,0.55,0.75,#BF7D56,191,125,86,HSV grid sampling
1326,rainbow,ส้ม,orange,20,45,36.304,0.85,0.75,#BF7F1D,191,127,29,HSV grid sampling
1327,rainbow,ส้ม,orange,20,45,31.957,0.4,0.65,#A68763,166,135,99,HSV grid sampling
1328,rainbow,ส้ม,orange,20,45,30.87,0.7,0.75,#BF7E39,191,126,57,HSV grid sampling
1329,rainbow,ส้ม,orange,20,45,25.435,0.85,0.85,#D96F21,217,111,33,HSV grid sampling
1330,rainbow,ส้ม,orange,20,45,45,0.7,0.65,#A68932,166,137,50,HSV grid sampling
1331,rainbow,ส้ม,orange,20,45,40.652,0.55,0.65,#A6884B,166,136,75,HSV grid sampling
1332,rainbow,ส้ม,orange,20,45,30.87,0.4,0.65,#A68663,166,134,99,HSV grid sampling
1333,rainbow,ส้ม,orange,20,45,39.565,0.55,0.65,#A6874B,166,135,75,HSV grid sampling
1334,rainbow,ส้ม,orange,20,45,21.087,0.55,0.75,#BF7B56,191,123,86,HSV grid sampling
1335,rainbow,ส้ม,orange,20,45,29.783,0.7,0.75,#BF7C39,191,124,57,HSV grid sampling
1336,rainbow,ส้ม,orange,20,45,43.913,0.7,0.65,#A68732,166,135,50,HSV grid sampling
1337,rainbow,ส้ม,orange,20,45,35.217,0.85,0.75,#BF7C1D,191,124,29,HSV grid sampling
1338,rainbow,ส้ม,orange,20,45,29.783,0.4,0.65,#A68463,166,132,99,HSV grid sampling
1339,rainbow,ส้ม,orange,20,45,20,0.55,0.75,#BF7956,191,121,86,HSV grid sampling
1340,rainbow,ส้ม,orange,20,45,38.478,0.55,0.65,#A6854B,166,133,75,HSV grid sampling
1341,rainbow,ส้ม,orange,20,45,24.348,0.85,0.85,#D96B21,217,107,33,HSV grid sampling
1342,rainbow,ส้ม,orange,20,45,28.696,0.4,0.65,#A68363,166,131,99,HSV grid sampling
1343,rainbow,ส้ม,orange,20,45,42.826,0.7,0.65,#A68532,166,133,50,HSV grid sampling
1344,rainbow,ส้ม,orange,20,45,28.696,0.7,0.75,#BF7939,191,121,57,HSV grid sampling
1345,rainbow,ส้ม,orange,20,45,27.609,0.4,0.65,#A68263,166,130,99,HSV grid sampling
1346,rainbow,ส้ม,orange,20,45,37.391,0.55,0.65,#A6834B,166,131,75,HSV grid sampling
1347,rainbow,ส้ม,orange,20,45,34.13,0.85,0.75,#BF791D,191,121,29,HSV grid sampling
1348,rainbow,ส้ม,orange,20,45,23.261,0.85,0.85,#D96821,217,104,33,HSV grid sampling
1349,rainbow,ส้ม,orange,20,45,26.522,0.4,0.65,#A68163,166,129,99,HSV grid sampling
1350,rainbow,ส้ม,orange,20,45,36.304,0.55,0.65,#A6824B,166,130,75,HSV grid sampling
1351,rainbow,ส้ม,orange,20,45,27.609,0.7,0.75,#BF7739,191,119,57,HSV grid sampling
1352,rainbow,ส้ม,orange,20,45,25.435,0.4,0.65,#A68063,166,128,99,HSV grid sampling
1353,rainbow,ส้ม,orange,20,45,45,0.85,0.65,#A68319,166,131,25,HSV grid sampling
1354,rainbow,ส้ม,orange,20,45,41.739,0.7,0.65,#A68232,166,130,50,HSV grid sampling
1355,rainbow,ส้ม,orange,20,45,22.174,0.85,0.85,#D96521,217,101,33,HSV grid sampling
1356,rainbow,ส้ม,orange,20,45,33.043,0.85,0.75,#BF761D,191,118,29,HSV grid sampling
1357,rainbow,ส้ม,orange,20,45,26.522,0.7,0.75,#BF7539,191,117,57,HSV grid sampling
1358,rainbow,ส้ม,orange,20,45,35.217,0.55,0.65,#A6804B,166,128,75,HSV grid sampling
